source	site	判定	http	备注	最终地址	原URL	页面标题	语料曲名
jianpucn-150657	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/15/150657.htm	http://www.jianpu.cn/pu/15/150657.htm	101 歌谱简谱网	101
jianpucn-448053	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/44/448053.htm	http://www.jianpu.cn/pu/44/448053.htm	17（网剧《极限17》） 毛不易 歌谱简谱网	17
jianpujia-315435	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/315435.html	https://www.jianpujia.com/jianpu/315435.html	牧羊姑娘1=F4/4_深情悠扬地简谱_草原丁喜演唱_草原大哈/草原丁喜词曲-免费下载-简谱之家	牧羊姑娘
qupu123-300587	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p300587.html	https://www.qupu123.com/jipu/p300587.html	2002年的第一场雪 _房祖仁个人制谱园地_中国曲谱网	2002年的第一场雪
qupu123-257121	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/bazi/p257121.html	https://www.qupu123.com/tongsu/bazi/p257121.html	2022不见不散 _通俗曲谱_中国曲谱网	2022不见不散
jianpucn-234085	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/23/234085.htm	http://www.jianpu.cn/pu/23/234085.htm	Amani — （扫描版） 歌谱简谱网	Amani
qupu123-394947	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/jiuziyishang/p394947.html	https://www.qupu123.com/tongsu/jiuziyishang/p394947.html	2026年欢乐笑开颜 _天恩原创曲谱专栏_中国曲谱网	2026年欢乐笑开颜
qupu123-313063	qupu123	ok(曲名命中)	200		https://www.qupu123.com/meisheng/liuzi/p313063.html	https://www.qupu123.com/meisheng/liuzi/p313063.html	26 铺开一片蔚蓝（双谱） _美声曲谱_中国曲谱网	26_铺开一片蔚蓝
jianpucn-64785	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/64/64785.htm	http://www.jianpu.cn/pu/64/64785.htm	ANDY 歌曲类 简谱 歌谱简谱网	ANDY 歌曲类
jianpucn-61257	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/61/61257.htm	http://www.jianpu.cn/pu/61/61257.htm	ASK 歌谱简谱网	ASK
qupu123-359349	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p359349.html	https://www.qupu123.com/jipu/p359349.html	49-03-Overjoyed -C- 固定调 （SMOOTH JAZZ - The Best of Harmonica）_望一望个人制谱园地_中国曲谱网	49-03-Overjoyed -C- 固定调
jianpucn-234441	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/23/234441.htm	http://www.jianpu.cn/pu/23/234441.htm	A I N Y（爱你） 邓紫棋 歌谱简谱网	A I N Y
qupu123-360948	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p360948.html	https://www.qupu123.com/jipu/p360948.html	49-07-Yesterday -F- 首调简谱 （SMOOTH JAZZ - The Best of Harmonica）_望一望个人制谱园地_中国曲谱网	49-07-Yesterday -F- 首调
jianpucn-50291	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/50/50291.htm	http://www.jianpu.cn/pu/50/50291.htm	A Mour 歌谱简谱网	A Mour
qupu123-360774	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p360774.html	https://www.qupu123.com/jipu/p360774.html	49-39-Hey Jude -F- 首调简谱 （SMOOTH JAZZ - The Best of Harmonica）_望一望个人制谱园地_中国曲谱网	49-39-Hey Jude -F- 首调
qupu123-353273	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p353273.html	https://www.qupu123.com/jipu/p353273.html	Amazing grace （奇异恩典）_心动吉他个人制谱园地_中国曲谱网	Amazing grace
jianpucn-266349	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/26/266349.htm	http://www.jianpu.cn/pu/26/266349.htm	Always Online 林俊杰 歌谱简谱网	Always Online
jianpucn-263414	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/26/263414.htm	http://www.jianpu.cn/pu/26/263414.htm	Amammani BEYOND 歌谱简谱网	Amammani
jianpucn-60926	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/60/60926.htm	http://www.jianpu.cn/pu/60/60926.htm	Angel 歌谱简谱网	Angel
qupu123-378214	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/jiuziyishang/p378214.html	https://www.qupu123.com/waiguo/jiuziyishang/p378214.html	Because of You _外国曲谱_中国曲谱网	Because_of_You
jianpucn-167946	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/16/167946.htm	http://www.jianpu.cn/pu/16/167946.htm	BEYOND-我是愤怒 歌谱简谱网	BEYOND-我是愤怒
jianpujia-149796	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/149796.html	https://www.jianpujia.com/jianpu/149796.html	Beyond_My_Beloved_Horizon钢琴简谱_Hans_Zimmer&amp;Klaus_Badelt演唱-免费下载-简谱之家	Beyond_My_Beloved_Horizon钢琴
jianpucn-64782	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/64/64782.htm	http://www.jianpu.cn/pu/64/64782.htm	Better man 歌曲类 简谱 歌谱简谱网	Better man 歌曲类
jianpucn-64783	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/64/64783.htm	http://www.jianpu.cn/pu/64/64783.htm	Beautiful 歌曲类 简谱 歌谱简谱网	Beautiful 歌曲类
jianpucn-109480	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/10/109480.htm	http://www.jianpu.cn/pu/10/109480.htm	Black欧谱斯 歌谱简谱网	Black欧谱斯
jianpujia-150279	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/150279.html	https://www.jianpujia.com/jianpu/150279.html	Beyond_Rangoon_Waters_of_Irrawaddy钢琴简谱_马克西姆演唱-免费下载-简谱之家	Beyond_Rangoon_Waters_of_Irrawaddy钢琴
jianpucn-64781	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/64/64781.htm	http://www.jianpu.cn/pu/64/64781.htm	COLORFUL DAYS 歌曲类 简谱 歌谱简谱网	COLORFUL DAYS 歌曲类
jianpucn-256294	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/25/256294.htm	http://www.jianpu.cn/pu/25/256294.htm	DFP(再来一次) 周杰伦 歌谱简谱网	DFP
qupu123-375493	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p375493.html	https://www.qupu123.com/waiguo/waiwen/p375493.html	Blue Berry Hill 鸟饭树山 （蓝莓山）_外国曲谱_中国曲谱网	Blue_Berry_Hill_鸟饭树山
jianpujia-152297	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/152297.html	https://www.jianpujia.com/jianpu/152297.html	Beyond_The_Sky钢琴简谱_未知演唱-免费下载-简谱之家	Beyond_The_Sky钢琴
jianpujia-377790	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/377790.html	https://www.jianpujia.com/jianpu/377790.html	Falling_in_Love简谱_许嵩演唱_桃李醉春风制作曲谱-免费下载-简谱之家	Falling_in_Love
jianpucn-60736	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/60/60736.htm	http://www.jianpu.cn/pu/60/60736.htm	Flying To The Moon（英文儿童歌） 歌谱简谱网	Flying To The Moon
qupu123-313276	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p313276.html	https://www.qupu123.com/waiguo/waiwen/p313276.html	Careless Whisper 无心耳语 _外国曲谱_中国曲谱网	Careless Whisper 无心耳语
jianpucn-64780	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/64/64780.htm	http://www.jianpu.cn/pu/64/64780.htm	Funny Face 歌曲类 简谱 歌谱简谱网	Funny Face 歌曲类
qupu123-346079	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p346079.html	https://www.qupu123.com/jipu/p346079.html	Dream of Genius Anoia （天才白痴梦）_望一望个人制谱园地_中国曲谱网	Dream of Genius Anoia
jianpucn-88257	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/88/88257.htm	http://www.jianpu.cn/pu/88/88257.htm	Happy Birthday 完美版 歌谱简谱网	Happy Birthday 完美版
qupu123-340045	qupu123	ok(曲名命中)	200		https://www.qupu123.com/puyou/shangchuan/p340045.html	https://www.qupu123.com/puyou/shangchuan/p340045.html	El Condor Pasa （排箫）_望一望个人制谱园地_中国曲谱网	El Condor Pasa
jianpucn-61281	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/61/61281.htm	http://www.jianpu.cn/pu/61/61281.htm	Here We are 歌谱简谱网	Here We are
qupu123-47996	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p47996.html	https://www.qupu123.com/jipu/p47996.html	God is a girl简谱（上帝是个女孩）_桃李醉春风个人制谱园地_中国曲谱网	God is a girl
jianpucn-60439	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/60/60439.htm	http://www.jianpu.cn/pu/60/60439.htm	Hey!Lover 歌谱简谱网	Hey!Lover
qupu123-118571	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/jiuziyishang/p118571.html	https://www.qupu123.com/tongsu/jiuziyishang/p118571.html	Happy Birthday _通俗曲谱_中国曲谱网	Happy Birthday
jianpucn-58775	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/58/58775.htm	http://www.jianpu.cn/pu/58/58775.htm	Hey Hah 歌谱简谱网	Hey Hah
qupu123-318427	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p318427.html	https://www.qupu123.com/jipu/p318427.html	Danny Boy （小野丽莎演唱版）_洞箫横吹个人制谱园地_中国曲谱网	Danny Boy
jianpucn-437686	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/43/437686.htm	http://www.jianpu.cn/pu/43/437686.htm	Honey Honey( 简和谱 ) 孙燕姿 歌谱简谱网	Honey Honey
qupu123-305790	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/jiuziyishang/p305790.html	https://www.qupu123.com/tongsu/jiuziyishang/p305790.html	Happy Birthday，Love For You _通俗曲谱_中国曲谱网	Happy Birthday，Love For You
jianpujia-15444	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/15444.html	https://www.jianpujia.com/jianpu/15444.html	I_will_carry_you钢琴谱当王者荣耀遇到五月天骨灰级玩家在哪里-免费下载-简谱之家	I_will_carry_you钢琴谱当王者荣耀遇到五月天骨灰级玩家在哪里
qupu123-221674	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p221674.html	https://www.qupu123.com/waiguo/waiwen/p221674.html	Hello （你好）_外国曲谱_中国曲谱网	Hello
jianpucn-296056	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/29/296056.htm	http://www.jianpu.cn/pu/29/296056.htm	I Pary For You 林俊杰 歌谱简谱网	I Pary For You
jianpucn-64751	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/64/64751.htm	http://www.jianpu.cn/pu/64/64751.htm	I will be fine 歌曲类 简谱 歌谱简谱网	I will be fine 歌曲类
qupu123-69503	qupu123	ok(曲名命中)	200		https://www.qupu123.com/tongsu/jiuziyishang/p69503.html	https://www.qupu123.com/tongsu/jiuziyishang/p69503.html	Hello Angel简谱_通俗曲谱_中国曲谱网	Hello Angel
jianpujia-394069	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/394069.html	https://www.jianpujia.com/jianpu/394069.html	I’MH_A_P_P_Y我快乐儿歌I’M_H_A_P_P_Y我快乐儿歌简谱-免费下载-简谱之家	I’MH_A_P_P_Y我快乐儿歌
jianpucn-64749	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/64/64749.htm	http://www.jianpu.cn/pu/64/64749.htm	LEAVE 歌曲类 简谱 歌谱简谱网	LEAVE 歌曲类
jianpujia-152040	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/152040.html	https://www.jianpujia.com/jianpu/152040.html	Its_Happening钢琴简谱_World_Beyond演唱-免费下载-简谱之家	Its_Happening钢琴
qupu123-290681	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p290681.html	https://www.qupu123.com/waiguo/waiwen/p290681.html	Hey Jude _外国曲谱_中国曲谱网	Hey Jude
jianpujia-14936	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/14936.html	https://www.jianpujia.com/jianpu/14936.html	k歌之王简谱__陈奕迅__这样一个灵魂深处的K歌之王-免费下载-简谱之家	k歌之王
jianpucn-1369	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/13/1369.htm	http://www.jianpu.cn/pu/13/1369.htm	Love Love Love 歌谱简谱网	Love Love Love
qupu123-364022	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p364022.html	https://www.qupu123.com/jipu/p364022.html	Hey Jude -Ab- 首调简谱 （半音阶口琴）_望一望个人制谱园地_中国曲谱网	Hey Jude -Ab- 首调
jianpucn-61289	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/61/61289.htm	http://www.jianpu.cn/pu/61/61289.htm	Make a Wish 歌谱简谱网	Make a Wish
qupu123-290682	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p290682.html	https://www.qupu123.com/waiguo/waiwen/p290682.html	I will Always Love you _外国曲谱_中国曲谱网	I will Always Love you
jianpucn-33976	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/33/33976.htm	http://www.jianpu.cn/pu/33/33976.htm	NOWBOY 歌谱简谱网	NOWBOY
qupu123-313258	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/sanzi/p313258.html	https://www.qupu123.com/waiguo/sanzi/p313258.html	Lemon Tree 柠檬树 （中外文对照）_外国曲谱_中国曲谱网	Lemon Tree 柠檬树
qupu123-221722	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p221722.html	https://www.qupu123.com/waiguo/waiwen/p221722.html	Lemon Tree （柠檬树）_外国曲谱_中国曲谱网	Lemon Tree
jianpucn-64736	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/64/64736.htm	http://www.jianpu.cn/pu/64/64736.htm	NO MORE 歌曲类 简谱 歌谱简谱网	NO MORE
jianpucn-56012	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/56/56012.htm	http://www.jianpu.cn/pu/56/56012.htm	New Boy 歌谱简谱网	New Boy
qupu123-378232	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/jiuziyishang/p378232.html	https://www.qupu123.com/waiguo/jiuziyishang/p378232.html	Letting Go _外国曲谱_中国曲谱网	Letting Go
qupu123-322905	qupu123	ok(曲名命中)	200		https://www.qupu123.com/hechang/jiuziyishang/p322905.html	https://www.qupu123.com/hechang/jiuziyishang/p322905.html	MV 藏在浓雾里的朴家人 _合唱曲谱_中国曲谱网	MV_藏在浓雾里的朴家人
jianpucn-64739	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/64/64739.htm	http://www.jianpu.cn/pu/64/64739.htm	New Boys 歌曲类 简谱 歌谱简谱网	New Boys 歌曲类
jianpujia-152051	jianpujia	ok(曲名命中)	200		https://www.jianpujia.com/jianpu/152051.html	https://www.jianpujia.com/jianpu/152051.html	One_Final_Chance钢琴简谱_World_Beyond演唱-免费下载-简谱之家	One_Final_Chance钢琴
jianpucn-51487	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/51/51487.htm	http://www.jianpu.cn/pu/51/51487.htm	Ooh La La(粤语) 歌谱简谱网	Ooh La La
qupu123-290946	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p290946.html	https://www.qupu123.com/waiguo/waiwen/p290946.html	Memory _外国曲谱_中国曲谱网	Memory
jianpucn-61235	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/61/61235.htm	http://www.jianpu.cn/pu/61/61235.htm	Piano 歌谱简谱网	Piano
qupu123-270467	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p270467.html	https://www.qupu123.com/waiguo/waiwen/p270467.html	Moon River （月亮河）_外国曲谱_中国曲谱网	Moon River
jianpucn-58767	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/58/58767.htm	http://www.jianpu.cn/pu/58/58767.htm	Show Up 歌谱简谱网	Show Up
qupu123-270323	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p270323.html	https://www.qupu123.com/waiguo/waiwen/p270323.html	My Heart Will Go On （我心依旧）_外国曲谱_中国曲谱网	My Heart Will Go On
jianpucn-83450	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/83/83450.htm	http://www.jianpu.cn/pu/83/83450.htm	Sometimes love just aint enough 歌谱简谱网	Sometimes love just aint enough
qupu123-313250	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p313250.html	https://www.qupu123.com/waiguo/waiwen/p313250.html	My Way 我的路 _外国曲谱_中国曲谱网	My Way 我的路
jianpucn-61271	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/61/61271.htm	http://www.jianpu.cn/pu/61/61271.htm	Sophia 歌谱简谱网	Sophia
qupu123-285586	qupu123	ok(曲名命中)	200		https://www.qupu123.com/hechang/jiuziyishang/p285586.html	https://www.qupu123.com/hechang/jiuziyishang/p285586.html	OVER THE RAINBOW （飞越彩虹）_合唱曲谱_中国曲谱网	OVER THE RAINBOW
jianpucn-34741	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/34/34741.htm	http://www.jianpu.cn/pu/34/34741.htm	Stefanie 歌谱简谱网	Stefanie
qupu123-313271	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p313271.html	https://www.qupu123.com/waiguo/waiwen/p313271.html	Over the Rainbow 飞越彩虹 _外国曲谱_中国曲谱网	Over the Rainbow 飞越彩虹
jianpucn-59329	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/59/59329.htm	http://www.jianpu.cn/pu/59/59329.htm	Super Star 歌谱简谱网	Super Star
qupu123-313482	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p313482.html	https://www.qupu123.com/waiguo/waiwen/p313482.html	Right Here Waiting 此情可待 _外国曲谱_中国曲谱网	Right Here Waiting 此情可待
jianpucn-64727	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/64/64727.htm	http://www.jianpu.cn/pu/64/64727.htm	THE MOMENT 歌曲类 简谱 歌谱简谱网	THE MOMENT 歌曲类
qupu123-366037	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p366037.html	https://www.qupu123.com/jipu/p366037.html	Scarborough Fair（斯卡布罗集市） （古筝谱）_许仙大官人个人制谱园地_中国曲谱网	Scarborough Fair
jianpucn-61239	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/61/61239.htm	http://www.jianpu.cn/pu/61/61239.htm	This is 歌谱简谱网	This is
qupu123-263954	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p263954.html	https://www.qupu123.com/jipu/p263954.html	Shall We Talk _桃李醉春风个人制谱园地_中国曲谱网	Shall We Talk
jianpucn-60491	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/60/60491.htm	http://www.jianpu.cn/pu/60/60491.htm	Wake UP 歌谱简谱网	Wake UP
qupu123-20173	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p20173.html	https://www.qupu123.com/waiguo/waiwen/p20173.html	Take Me To Your heart简谱_外国曲谱_中国曲谱网	Take Me To Your heart
qupu123-222582	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p222582.html	https://www.qupu123.com/waiguo/waiwen/p222582.html	Tears in Heaven （天堂泪）_外国曲谱_中国曲谱网	Tears in Heaven
jianpucn-63216	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/63/63216.htm	http://www.jianpu.cn/pu/63/63216.htm	We will get there 歌谱简谱网	We will get there
jianpucn-432527	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/43/432527.htm	http://www.jianpu.cn/pu/43/432527.htm	lily 李健 歌谱简谱网	lily
qupu123-370066	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/jiuziyishang/p370066.html	https://www.qupu123.com/waiguo/jiuziyishang/p370066.html	The Fate of Stars 星之命途合唱谱 （女声三部）_球球584411678个人制谱园地_中国曲谱网	The_Fate_of_Stars_星之命途合唱谱
jianpucn-75136	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/75/75136.htm	http://www.jianpu.cn/pu/75/75136.htm	love 歌谱简谱网	love
qupu123-384518	qupu123	ok(曲名命中)	200		https://www.qupu123.com/puyou/shangchuan/p384518.html	https://www.qupu123.com/puyou/shangchuan/p384518.html	Take Me To Your Heart （吻别（英文版））_谱友园地_中国曲谱网	Take Me To Your Heart（吻别）
jianpucn-176316	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/17/176316.htm	http://www.jianpu.cn/pu/17/176316.htm	★不在犹豫★ 歌谱简谱网	★不在犹豫★
qupu123-270469	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p270469.html	https://www.qupu123.com/waiguo/waiwen/p270469.html	Top Of The World （世界之巅）_外国曲谱_中国曲谱网	Top Of The World
jianpucn-37433	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/37/37433.htm	http://www.jianpu.cn/pu/37/37433.htm	《NeW BOY》 歌谱简谱网	《NeW BOY》
qupu123-270324	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/waiwen/p270324.html	https://www.qupu123.com/waiguo/waiwen/p270324.html	Unchained Melody （爱的旋律）_外国曲谱_中国曲谱网	Unchained Melody
qupu123-364037	qupu123	ok(曲名命中)	200		https://www.qupu123.com/jipu/p364037.html	https://www.qupu123.com/jipu/p364037.html	Yesterday -Ab- 首调简谱 （半音阶口琴）_望一望个人制谱园地_中国曲谱网	Yesterday -Ab- 首调
jianpucn-308876	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/30/308876.htm	http://www.jianpu.cn/pu/30/308876.htm	《 郴 州 行 》 （张 也演唱） 张也 歌谱简谱网	《 郴 州 行 》
jianpucn-41194	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/41/41194.htm	http://www.jianpu.cn/pu/41/41194.htm	《偿还》 歌谱简谱网	《偿还》
qupu123-313766	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/sizi/p313766.html	https://www.qupu123.com/waiguo/sizi/p313766.html	Yesterday Once More 昨天再来 （中外文对照）_外国曲谱_中国曲谱网	Yesterday Once More 昨天再来
jianpucn-51406	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/51/51406.htm	http://www.jianpu.cn/pu/51/51406.htm	《兰花与蝴蝶》 歌谱简谱网	《兰花与蝴蝶》
qupu123-360185	qupu123	ok(曲名命中)	200		https://www.qupu123.com/puyou/shangchuan/p360185.html	https://www.qupu123.com/puyou/shangchuan/p360185.html	The Sound of Silence （简谱及英文歌词音标对照）_谱友园地_中国曲谱网	The Sound of Silence
qupu123-381188	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/jiuziyishang/p381188.html	https://www.qupu123.com/waiguo/jiuziyishang/p381188.html	dance monkey （跳舞的猴子）_外国曲谱_中国曲谱网	dance monkey （跳舞的猴子）
jianpucn-39090	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/39/39090.htm	http://www.jianpu.cn/pu/39/39090.htm	《凯旋》 歌谱简谱网	《凯旋》
jianpucn-51492	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/51/51492.htm	http://www.jianpu.cn/pu/51/51492.htm	《南湖望月》 歌谱简谱网	《南湖望月》
qupu123-395644	qupu123	ok(曲名命中)	200		https://www.qupu123.com/puyou/shangchuan/p395644.html	https://www.qupu123.com/puyou/shangchuan/p395644.html	《国网好男儿》 _苗瑞原创曲谱专栏_中国曲谱网	《国网好男儿》
jianpucn-41159	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/41/41159.htm	http://www.jianpu.cn/pu/41/41159.htm	《合家欢》 歌谱简谱网	《合家欢》
qupu123-328192	qupu123	ok(曲名命中)	200		https://www.qupu123.com/shaoer/sanzi/p328192.html	https://www.qupu123.com/shaoer/sanzi/p328192.html	《小公民大心声》组歌：友善谣 _少儿曲谱_中国曲谱网	《小公民大心声》组歌：友善谣
jianpucn-149513	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/14/149513.htm	http://www.jianpu.cn/pu/14/149513.htm	《喝烧酒，吼秦腔》 歌谱简谱网	《喝烧酒，吼秦腔》
qupu123-328189	qupu123	ok(曲名命中)	200		https://www.qupu123.com/shaoer/sanzi/p328189.html	https://www.qupu123.com/shaoer/sanzi/p328189.html	《小公民大心声》组歌：爱国谣 _少儿曲谱_中国曲谱网	《小公民大心声》组歌：爱国谣
jianpucn-51490	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/51/51490.htm	http://www.jianpu.cn/pu/51/51490.htm	《小晚哥》 歌谱简谱网	《小晚哥》
qupu123-328191	qupu123	ok(曲名命中)	200		https://www.qupu123.com/shaoer/sanzi/p328191.html	https://www.qupu123.com/shaoer/sanzi/p328191.html	《小公民大心声》组歌：敬业谣 _少儿曲谱_中国曲谱网	《小公民大心声》组歌：敬业谣
jianpucn-37052	jianpucn	ok(原记录标题命中)	200		http://www.jianpu.cn/pu/37/37052.htm	http://www.jianpu.cn/pu/37/37052.htm	《归》 歌谱简谱网	《归》
qupu123-328190	qupu123	ok(曲名命中)	200		https://www.qupu123.com/shaoer/sanzi/p328190.html	https://www.qupu123.com/shaoer/sanzi/p328190.html	《小公民大心声》组歌：诚信谣 _少儿曲谱_中国曲谱网	《小公民大心声》组歌：诚信谣
jianpucn-49747	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/49/49747.htm	http://www.jianpu.cn/pu/49/49747.htm	《心连心》 歌谱简谱网	《心连心》
qupu123-377699	qupu123	ok(曲名命中)	200		https://www.qupu123.com/waiguo/qizi/p377699.html	https://www.qupu123.com/waiguo/qizi/p377699.html	《抱きしめて》 （《一盘没有下完的棋》片尾曲）_外国曲谱_中国曲谱网	《抱きしめて》
jianpucn-130113	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/13/130113.htm	http://www.jianpu.cn/pu/13/130113.htm	《想你,零点零一分》 歌谱简谱网	《想你,零点零一分》
jianpucn-41339	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/41/41339.htm	http://www.jianpu.cn/pu/41/41339.htm	《我在你左右》 歌谱简谱网	《我在你左右》
jianpucn-41004	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/41/41004.htm	http://www.jianpu.cn/pu/41/41004.htm	《我有个好家庭》 歌谱简谱网	《我有个好家庭》
jianpucn-51494	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/51/51494.htm	http://www.jianpu.cn/pu/51/51494.htm	《拷红》 歌谱简谱网	《拷红》
jianpucn-41340	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/41/41340.htm	http://www.jianpu.cn/pu/41/41340.htm	《杏花溪之恋》 歌谱简谱网	《杏花溪之恋》
jianpucn-149495	jianpucn	ok(曲名命中)	200		http://www.jianpu.cn/pu/14/149495.htm	http://www.jianpu.cn/pu/14/149495.htm	《江南雨》 歌谱简谱网	《江南雨》
