dir	path_in_images_prep	source	in_corpus	nline	staff	source_url
《最伟大的作品》 中级版带前奏间奏尾奏 吉他教学（带教学视频）__jianpucn-452343	images-prep/jianpucn-zhoujielun/《最伟大的作品》 中级版带前奏间奏尾奏 吉他教学（带教学视频）__jianpucn-452343	jianpucn-452343	0	60	7	
《最伟大的作品》 初级版 吉他教学__jianpucn-452344	images-prep/jianpucn-zhoujielun/《最伟大的作品》 初级版 吉他教学__jianpucn-452344	jianpucn-452344	0	48	6	
《等你下课》 C调入门高清版 高音教编配__jianpucn-422913	images-prep/jianpucn-zhoujielun/《等你下课》 C调入门高清版 高音教编配__jianpucn-422913	jianpucn-422913	0	41	6	
《等你下课》 G调标准高清版 高音教编配__jianpucn-422898	images-prep/jianpucn-zhoujielun/《等你下课》 G调标准高清版 高音教编配__jianpucn-422898	jianpucn-422898	0	40	6	
《算什么男人》 初级版 吉他教学__jianpucn-450912	images-prep/jianpucn-zhoujielun/《算什么男人》 初级版 吉他教学__jianpucn-450912	jianpucn-450912	0	72	6	
《红颜如霜》 中级版 吉他教学__jianpucn-452482	images-prep/jianpucn-zhoujielun/《红颜如霜》 中级版 吉他教学__jianpucn-452482	jianpucn-452482	0	73	6	
《红颜如霜》 初级版 吉他教学__jianpucn-452483	images-prep/jianpucn-zhoujielun/《红颜如霜》 初级版 吉他教学__jianpucn-452483	jianpucn-452483	0	74	6	
《说好不哭》 中级版 吉他弹唱教学__jianpucn-438264	images-prep/jianpucn-zhoujielun/《说好不哭》 中级版 吉他弹唱教学__jianpucn-438264	jianpucn-438264	0	65	6	
《说好不哭》 初级版 吉他弹唱教学__jianpucn-438263	images-prep/jianpucn-zhoujielun/《说好不哭》 初级版 吉他弹唱教学__jianpucn-438263	jianpucn-438263	0	67	6	
《还在流浪》 中级版 吉他教学__jianpucn-452407	images-prep/jianpucn-zhoujielun/《还在流浪》 中级版 吉他教学__jianpucn-452407	jianpucn-452407	0	79	6	
《退后》 简单版 吉他弹唱教学__jianpucn-436629	images-prep/jianpucn-zhoujielun/《退后》 简单版 吉他弹唱教学__jianpucn-436629	jianpucn-436629	0	63	6	
《错过的烟火》 C调初级版 吉他教学__jianpucn-452525	images-prep/jianpucn-zhoujielun/《错过的烟火》 C调初级版 吉他教学__jianpucn-452525	jianpucn-452525	0	72	6	
《错过的烟火》原版 G调中级版 吉他教学__jianpucn-452524	images-prep/jianpucn-zhoujielun/《错过的烟火》原版 G调中级版 吉他教学__jianpucn-452524	jianpucn-452524	0	74	6	
《黑色毛衣》 初级简单版 吉他弹唱教学__jianpucn-448632	images-prep/jianpucn-zhoujielun/《黑色毛衣》 初级简单版 吉他弹唱教学__jianpucn-448632	jianpucn-448632	0	74	6	
【琅琅吉他】给我一首歌的时间---周杰伦__jianpucn-172533	images-prep/jianpucn-zhoujielun/【琅琅吉他】给我一首歌的时间---周杰伦__jianpucn-172533	jianpucn-172533	0	11	9	
一路向北 （ C调指法编配）__jianpucn-468261	images-prep/jianpucn-zhoujielun/一路向北 （ C调指法编配）__jianpucn-468261	jianpucn-468261	0	34	6	
一路向北 （ D调指法编配）__jianpucn-469659	images-prep/jianpucn-zhoujielun/一路向北 （ D调指法编配）__jianpucn-469659	jianpucn-469659	0	23	6	
一路向北-弹唱 吉他类 流行__jianpucn-113275	images-prep/jianpucn-zhoujielun/一路向北-弹唱 吉他类 流行__jianpucn-113275	jianpucn-113275	0	94	10	
一路向北—简易版 键盘类 钢琴__jianpucn-97395	images-prep/jianpucn-zhoujielun/一路向北—简易版 键盘类 钢琴__jianpucn-97395	jianpucn-97395	0	126	5	
一路向北指弹 （ 简单版独奏 ）__jianpucn-457633	images-prep/jianpucn-zhoujielun/一路向北指弹 （ 简单版独奏 ）__jianpucn-457633	jianpucn-457633	0	20	6	
七里香 歌曲类 钢琴伴奏谱__jianpucn-112365	images-prep/jianpucn-zhoujielun/七里香 歌曲类 钢琴伴奏谱__jianpucn-112365	jianpucn-112365	0	133	5	
七里香 （ C调指法原版编配）__jianpucn-470260	images-prep/jianpucn-zhoujielun/七里香 （ C调指法原版编配）__jianpucn-470260	jianpucn-470260	0	31	7	
七里香 （ C调指法编配）__jianpucn-470995	images-prep/jianpucn-zhoujielun/七里香 （ C调指法编配）__jianpucn-470995	jianpucn-470995	0	8	6	
七里香-弹唱 吉他类 流行__jianpucn-113089	images-prep/jianpucn-zhoujielun/七里香-弹唱 吉他类 流行__jianpucn-113089	jianpucn-113089	0	136	7	
七里香独奏__jianpucn-200562	images-prep/jianpucn-zhoujielun/七里香独奏__jianpucn-200562	jianpucn-200562	0	52	13	
七里香－简易版 键盘类 钢琴__jianpucn-114755	images-prep/jianpucn-zhoujielun/七里香－简易版 键盘类 钢琴__jianpucn-114755	jianpucn-114755	0	132	5	
不爱我就拉倒 （ C调指法编配）__jianpucn-458529	images-prep/jianpucn-zhoujielun/不爱我就拉倒 （ C调指法编配）__jianpucn-458529	jianpucn-458529	0	53	6	
不能说的秘密 （ G调原版编配）__jianpucn-470460	images-prep/jianpucn-zhoujielun/不能说的秘密 （ G调原版编配）__jianpucn-470460	jianpucn-470460	0	32	6	
不能说的秘密-弹唱-緋村剑心版__jianpucn-99588	images-prep/jianpucn-zhoujielun/不能说的秘密-弹唱-緋村剑心版__jianpucn-99588	jianpucn-99588	0	109	5	
不能说的秘密之二 木吉他版__jianpucn-213189	images-prep/jianpucn-zhoujielun/不能说的秘密之二 木吉他版__jianpucn-213189	jianpucn-213189	0	55	6	
不能说的秘密吉他 —扫描版__jianpucn-234002	images-prep/jianpucn-zhoujielun/不能说的秘密吉他 —扫描版__jianpucn-234002	jianpucn-234002	0	39	6	
不能说的秘密指弹 （ 独奏 ）__jianpucn-457376	images-prep/jianpucn-zhoujielun/不能说的秘密指弹 （ 独奏 ）__jianpucn-457376	jianpucn-457376	0	21	5	
不该 （ 张惠妹 E调原版编配）__jianpucn-468992	images-prep/jianpucn-zhoujielun/不该 （ 张惠妹 E调原版编配）__jianpucn-468992	jianpucn-468992	0	73	6	
世界末日 （ G调指法原版编配）__jianpucn-469329	images-prep/jianpucn-zhoujielun/世界末日 （ G调指法原版编配）__jianpucn-469329	jianpucn-469329	0	41	6	
世界末日-弹唱版__jianpucn-102677	images-prep/jianpucn-zhoujielun/世界末日-弹唱版__jianpucn-102677	jianpucn-102677	0	145	5	
世界末日-弹唱版__jianpucn-103703	images-prep/jianpucn-zhoujielun/世界末日-弹唱版__jianpucn-103703	jianpucn-103703	0	125	5	
东风破-我为Jay狂编配版__jianpucn-102955	images-prep/jianpucn-zhoujielun/东风破-我为Jay狂编配版__jianpucn-102955	jianpucn-102955	0	131	5	
东风破－简易版 键盘类 钢琴__jianpucn-113800	images-prep/jianpucn-zhoujielun/东风破－简易版 键盘类 钢琴__jianpucn-113800	jianpucn-113800	0	102	5	
串联弹唱周杰伦三首歌曲__jianpucn-182967	images-prep/jianpucn-zhoujielun/串联弹唱周杰伦三首歌曲__jianpucn-182967	jianpucn-182967	0	162	5	
乌克丽丽 （ C调指法扫弦版）__jianpucn-470799	images-prep/jianpucn-zhoujielun/乌克丽丽 （ C调指法扫弦版）__jianpucn-470799	jianpucn-470799	0	50	6	
伽蓝雨 烟花易冷 独奏__jianpucn-207881	images-prep/jianpucn-zhoujielun/伽蓝雨 烟花易冷 独奏__jianpucn-207881	jianpucn-207881	0	5	6	
你听得到 （ G调指法编配）__jianpucn-458048	images-prep/jianpucn-zhoujielun/你听得到 （ G调指法编配）__jianpucn-458048	jianpucn-458048	0	5	5	
你好吗 爵士钢琴__jianpucn-222043	images-prep/jianpucn-zhoujielun/你好吗 爵士钢琴__jianpucn-222043	jianpucn-222043	0	119	5	
倒影 （ G调指法原版编配）__jianpucn-458451	images-prep/jianpucn-zhoujielun/倒影 （ G调指法原版编配）__jianpucn-458451	jianpucn-458451	0	46	6	
借口 歌曲类 钢琴伴奏谱__jianpucn-112376	images-prep/jianpucn-zhoujielun/借口 歌曲类 钢琴伴奏谱__jianpucn-112376	jianpucn-112376	0	111	6	
借口-弹唱 吉他类 流行__jianpucn-112965	images-prep/jianpucn-zhoujielun/借口-弹唱 吉他类 流行__jianpucn-112965	jianpucn-112965	0	92	6	
兰亭序 （ C调指法原版编配）__jianpucn-470264	images-prep/jianpucn-zhoujielun/兰亭序 （ C调指法原版编配）__jianpucn-470264	jianpucn-470264	0	41	6	
分裂 （ C调指法原版编配）__jianpucn-471189	images-prep/jianpucn-zhoujielun/分裂 （ C调指法原版编配）__jianpucn-471189	jianpucn-471189	0	60	6	
千里之外-弹唱-windtsao版__jianpucn-101788	images-prep/jianpucn-zhoujielun/千里之外-弹唱-windtsao版__jianpucn-101788	jianpucn-101788	0	183	5	
千里之外-弹唱__jianpucn-101868	images-prep/jianpucn-zhoujielun/千里之外-弹唱__jianpucn-101868	jianpucn-101868	0	124	5	
千里之外（巴特尔编配）__jianpucn-239051	images-prep/jianpucn-zhoujielun/千里之外（巴特尔编配）__jianpucn-239051	jianpucn-239051	0	72	5	
半岛铁盒 （ D调原版编配）__jianpucn-468258	images-prep/jianpucn-zhoujielun/半岛铁盒 （ D调原版编配）__jianpucn-468258	jianpucn-468258	0	47	6	
半岛铁盒( 原版编配 弹唱谱)__jianpucn-445009	images-prep/jianpucn-zhoujielun/半岛铁盒( 原版编配 弹唱谱)__jianpucn-445009	jianpucn-445009	0	15	6	
反方向的钟 （ G调指法原版编配）__jianpucn-471334	images-prep/jianpucn-zhoujielun/反方向的钟 （ G调指法原版编配）__jianpucn-471334	jianpucn-471334	0	41	6	
发如雪 歌曲类 钢琴伴奏谱__jianpucn-112336	images-prep/jianpucn-zhoujielun/发如雪 歌曲类 钢琴伴奏谱__jianpucn-112336	jianpucn-112336	0	338	5	
发如雪-总谱__jianpucn-100697	images-prep/jianpucn-zhoujielun/发如雪-总谱__jianpucn-100697	jianpucn-100697	0	205	5	
发如雪-简易版 键盘类 钢琴__jianpucn-114384	images-prep/jianpucn-zhoujielun/发如雪-简易版 键盘类 钢琴__jianpucn-114384	jianpucn-114384	0	105	5	
吉他可以这样玩 大笨钟__jianpucn-222734	images-prep/jianpucn-zhoujielun/吉他可以这样玩 大笨钟__jianpucn-222734	jianpucn-222734	0	32	6	
听妈妈的话-弹唱-试听版__jianpucn-101794	images-prep/jianpucn-zhoujielun/听妈妈的话-弹唱-试听版__jianpucn-101794	jianpucn-101794	0	109	5	
听妈妈的话-米尼钢琴版__jianpucn-101821	images-prep/jianpucn-zhoujielun/听妈妈的话-米尼钢琴版__jianpucn-101821	jianpucn-101821	0	114	5	
告白气球 （ G调指法原版编配）__jianpucn-469443	images-prep/jianpucn-zhoujielun/告白气球 （ G调指法原版编配）__jianpucn-469443	jianpucn-469443	0	17	6	
周杰伦《明明就》原版A调吉他谱__jianpucn-163683	images-prep/jianpucn-zhoujielun/周杰伦《明明就》原版A调吉他谱__jianpucn-163683	jianpucn-163683	0	43	6	
周杰伦【大笨钟】六线谱C调指法新手简单版__jianpucn-208313	images-prep/jianpucn-zhoujielun/周杰伦【大笨钟】六线谱C调指法新手简单版__jianpucn-208313	jianpucn-208313	0	69	5	
周杰伦彩虹 完美弹唱版__jianpucn-213185	images-prep/jianpucn-zhoujielun/周杰伦彩虹 完美弹唱版__jianpucn-213185	jianpucn-213185	0	756	4	
周杰伦最新力作 十二新作 之明明就 纯钢琴版__jianpucn-214127	images-prep/jianpucn-zhoujielun/周杰伦最新力作 十二新作 之明明就 纯钢琴版__jianpucn-214127	jianpucn-214127	0	109	5	
回到过去 -（弹唱）__jianpucn-103239	images-prep/jianpucn-zhoujielun/回到过去 -（弹唱）__jianpucn-103239	jianpucn-103239	0	144	5	
回到过去 （ C调原版编配）__jianpucn-457547	images-prep/jianpucn-zhoujielun/回到过去 （ C调原版编配）__jianpucn-457547	jianpucn-457547	0	39	6	
回到过去 （ C调指法原版编配）__jianpucn-462861	images-prep/jianpucn-zhoujielun/回到过去 （ C调指法原版编配）__jianpucn-462861	jianpucn-462861	0	20	6	
回到过去 （ G调原版编配）__jianpucn-457809	images-prep/jianpucn-zhoujielun/回到过去 （ G调原版编配）__jianpucn-457809	jianpucn-457809	0	3	5	
回到过去-独奏__jianpucn-173023	images-prep/jianpucn-zhoujielun/回到过去-独奏__jianpucn-173023	jianpucn-173023	0	54	6	
夜曲 歌曲类 钢琴伴奏谱__jianpucn-112766	images-prep/jay-chou/夜曲 歌曲类 钢琴伴奏谱__jianpucn-112766	jianpucn-112766	0	162	5	
夜曲 （ G调指法原版编配）__jianpucn-469561	images-prep/jianpucn-zhoujielun/夜曲 （ G调指法原版编配）__jianpucn-469561	jianpucn-469561	0	37	6	
夜曲-弹唱版-巴特尔__jianpucn-102923	images-prep/jay-chou/夜曲-弹唱版-巴特尔__jianpucn-102923	jianpucn-102923	0	143	5	
夜曲－简易版 键盘类 钢琴__jianpucn-114711	images-prep/jianpucn-zhoujielun/夜曲－简易版 键盘类 钢琴__jianpucn-114711	jianpucn-114711	0	83	5	
夜的第七章-（双钢琴合奏版）再加一把小吉他__jianpucn-101305	images-prep/jianpucn-zhoujielun/夜的第七章-（双钢琴合奏版）再加一把小吉他__jianpucn-101305	jianpucn-101305	0	169	5	
天台的月光 吴凌云版 完整钢琴版__jianpucn-226178	images-prep/jianpucn-zhoujielun/天台的月光 吴凌云版 完整钢琴版__jianpucn-226178	jianpucn-226178	0	113	5	
天台的月光 钢琴独奏谱 五线谱— （鸠玖独奏版、带指法）__jianpucn-226074	images-prep/jianpucn-zhoujielun/天台的月光 钢琴独奏谱 五线谱— （鸠玖独奏版、带指法）__jianpucn-226074	jianpucn-226074	0	121	5	
天台的月光（吴凌云完整钢琴版） 五线谱—__jianpucn-226187	images-prep/jianpucn-zhoujielun/天台的月光（吴凌云完整钢琴版） 五线谱—__jianpucn-226187	jianpucn-226187	0	128	5	
妈妈的话-（完美总谱版——专心制谱）__jianpucn-101294	images-prep/jianpucn-zhoujielun/妈妈的话-（完美总谱版——专心制谱）__jianpucn-101294	jianpucn-101294	0	157	5	
安静 伴奏谱__jianpucn-214242	images-prep/jianpucn-zhoujielun/安静 伴奏谱__jianpucn-214242	jianpucn-214242	0	122	6	
安静 歌曲类 钢琴伴奏谱__jianpucn-112297	images-prep/jianpucn-zhoujielun/安静 歌曲类 钢琴伴奏谱__jianpucn-112297	jianpucn-112297	0	167	6	
安静 （ C调指法原版编配）__jianpucn-470152	images-prep/jianpucn-zhoujielun/安静 （ C调指法原版编配）__jianpucn-470152	jianpucn-470152	0	18	6	
安静 （ G调原版编配）__jianpucn-471447	images-prep/jianpucn-zhoujielun/安静 （ G调原版编配）__jianpucn-471447	jianpucn-471447	0	46	6	
安静-简易版 键盘类 钢琴__jianpucn-114299	images-prep/jianpucn-zhoujielun/安静-简易版 键盘类 钢琴__jianpucn-114299	jianpucn-114299	0	125	5	
安静The One演唱会版（总谱）__jianpucn-103542	images-prep/jianpucn-zhoujielun/安静The One演唱会版（总谱）__jianpucn-103542	jianpucn-103542	0	148	5	
将来的歌（钢琴谱）__jianpucn-210146	images-prep/jianpucn-zhoujielun/将来的歌（钢琴谱）__jianpucn-210146	jianpucn-210146	0	187	6	
小雨写立可白（尤克里里指弹谱）__jianpucn-414174	images-prep/jianpucn-zhoujielun/小雨写立可白（尤克里里指弹谱）__jianpucn-414174	jianpucn-414174	0	49	5	
屋顶-（弹唱版）__jianpucn-102385	images-prep/jianpucn-zhoujielun/屋顶-（弹唱版）__jianpucn-102385	jianpucn-102385	0	127	5	
彩虹 独奏__jianpucn-137253	images-prep/jianpucn-zhoujielun/彩虹 独奏__jianpucn-137253	jianpucn-137253	0	15	5	
彩虹- 完美弹唱版- Withered首发__jianpucn-172664	images-prep/jianpucn-zhoujielun/彩虹- 完美弹唱版- Withered首发__jianpucn-172664	jianpucn-172664	0	66	6	
彩虹-(弹唱版)05895464__jianpucn-237944	images-prep/jianpucn-zhoujielun/彩虹-(弹唱版)05895464__jianpucn-237944	jianpucn-237944	0	106	5	
彩虹（指弹独奏）__jianpucn-346449	images-prep/jianpucn-zhoujielun/彩虹（指弹独奏）__jianpucn-346449	jianpucn-346449	0	18	6	
彩虹－周杰伦（单吉他独奏）__jianpucn-171937	images-prep/jianpucn-zhoujielun/彩虹－周杰伦（单吉他独奏）__jianpucn-171937	jianpucn-171937	0	28	6	
情画-弹唱版__jianpucn-102437	images-prep/jianpucn-zhoujielun/情画-弹唱版__jianpucn-102437	jianpucn-102437	0	117	5	
我不配 （ G调原版编配）__jianpucn-457873	images-prep/jianpucn-zhoujielun/我不配 （ G调原版编配）__jianpucn-457873	jianpucn-457873	0	46	8	
我是如此相信 （ C调原版编配）__jianpucn-471073	images-prep/jianpucn-zhoujielun/我是如此相信 （ C调原版编配）__jianpucn-471073	jianpucn-471073	0	37	6	
我的地盘 伴奏__jianpucn-103746	images-prep/jianpucn-zhoujielun/我的地盘 伴奏__jianpucn-103746	jianpucn-103746	0	112	7	
我的地盘-赵一民编配版__jianpucn-177592	images-prep/jianpucn-zhoujielun/我的地盘-赵一民编配版__jianpucn-177592	jianpucn-177592	0	11	9	
我落泪情绪零碎 （ G调原版编配）__jianpucn-470798	images-prep/jianpucn-zhoujielun/我落泪情绪零碎 （ G调原版编配）__jianpucn-470798	jianpucn-470798	0	4	6	
我落泪情绪零碎 （ G调指法）__jianpucn-468034	images-prep/jianpucn-zhoujielun/我落泪情绪零碎 （ G调指法）__jianpucn-468034	jianpucn-468034	0	52	6	
手写的从前 （ C调原版编配）__jianpucn-457429	images-prep/jianpucn-zhoujielun/手写的从前 （ C调原版编配）__jianpucn-457429	jianpucn-457429	0	54	6	
手写的从前 （ C调指法原版编配）__jianpucn-471689	images-prep/jianpucn-zhoujielun/手写的从前 （ C调指法原版编配）__jianpucn-471689	jianpucn-471689	0	3	6	
手写的从前 （ C调指法编配）__jianpucn-457818	images-prep/jianpucn-zhoujielun/手写的从前 （ C调指法编配）__jianpucn-457818	jianpucn-457818	0	42	6	
搁浅 歌曲类 钢琴伴奏谱__jianpucn-112332	images-prep/jianpucn-zhoujielun/搁浅 歌曲类 钢琴伴奏谱__jianpucn-112332	jianpucn-112332	0	172	5	
搁浅 （ C调指法编配）__jianpucn-471436	images-prep/jianpucn-zhoujielun/搁浅 （ C调指法编配）__jianpucn-471436	jianpucn-471436	0	53	6	
断了的弦( 编配)__jianpucn-440655	images-prep/jianpucn-zhoujielun/断了的弦( 编配)__jianpucn-440655	jianpucn-440655	0	71	6	
断了的弦-（总谱版）__jianpucn-103221	images-prep/jianpucn-zhoujielun/断了的弦-（总谱版）__jianpucn-103221	jianpucn-103221	0	186	5	
晴天指弹 （ 卢家宏版独奏 ）__jianpucn-457701	images-prep/jianpucn-zhoujielun/晴天指弹 （ 卢家宏版独奏 ）__jianpucn-457701	jianpucn-457701	0	8	6	
晴天（唯音悦编配版）__jianpucn-316035	images-prep/jianpucn-zhoujielun/晴天（唯音悦编配版）__jianpucn-316035	jianpucn-316035	0	62	6	
暗斗-总谱__jianpucn-101180	images-prep/jianpucn-zhoujielun/暗斗-总谱__jianpucn-101180	jianpucn-101180	0	164	5	
最伟大的作品 （ G调指法编配）__jianpucn-458253	images-prep/jianpucn-zhoujielun/最伟大的作品 （ G调指法编配）__jianpucn-458253	jianpucn-458253	0	38	6	
最长的电影 弹唱版 Wind Chou__jianpucn-215142	images-prep/jianpucn-zhoujielun/最长的电影 弹唱版 Wind Chou__jianpucn-215142	jianpucn-215142	0	156	5	
杰伦的说了再见（真情独奏版）__jianpucn-181387	images-prep/jianpucn-zhoujielun/杰伦的说了再见（真情独奏版）__jianpucn-181387	jianpucn-181387	0	108	5	
浪漫手机-总谱版__jianpucn-100902	images-prep/jianpucn-zhoujielun/浪漫手机-总谱版__jianpucn-100902	jianpucn-100902	0	199	5	
